id,file,project_or_source,source_page_url,source_asset_url,resolved_asset_url,credit,local_file_mtime_utc,verified_utc,width_px,height_px,format,bytes,sha256,provenance_note
11,images/11-atomic-ranch-jrp-arto-tile-fireplace-tall.jpg,Atomic Ranch - Inside an Epic Eichler Renovation (JRP Design & Remodel),https://www.atomic-ranch.com/architecture-design/house-tours/inside-an-epic-eichler-renovation/,https://www.atomic-ranch.com/wp-content/uploads/2024/01/06A9901.jpg,https://www.atomic-ranch.com/wp-content/uploads/2024/01/06A9901.jpg,Atomic Ranch,2026-09-10T19:35:59.992365+00:00,2026-09-10T19:39:35.380988+00:00,840,1260,JPEG,245249,8709117eac70638011b5899590dd1a72bccab70080115942e412be68f9f95d2f,"Category: documented Eichler. Takeaway: same Arto-tile fireplace seen from the side with the glass wall behind it. Alt text: 'fireplace in open concept Eichler living room with view to backyard'. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
12,images/12-adjacent-pleasanton-ranch-black-hills-thin-brick.jpg,"Fireclay Tile gallery - Destination Eichler: 1970s Ranch Black Hills Fireplace (Pleasanton, CA; Destination Eichler + Eyerly Architecture; photo John Shum)",https://www.fireclaytile.com/gallery/detail/destination-eichler-1970s-ranch-black-hills-fireplace,https://www.fireclaytile.com/cdn/shop/articles/eyJidWNrZXQiOiJhc3NldHMuZmlyZWNsYXl0aWxlLmNvbSIsImtleSI6IjIwMjNfaW1nX2hpX3Jlc19yZXNpZGVudGlhbF9EZXNpZ25fZGVzdGluYXRpb25fZWljaGxlcl9waG90b19Kb2huX1NodW1fZmlyZXBsYWNlX0JsYWNrX0hpbGxzX2x_47aa7b4c-9883-40d4-8454-fb1665d8ae78.webp?v=1773339477&width=2048,https://www.fireclaytile.com/cdn/shop/articles/eyJidWNrZXQiOiJhc3NldHMuZmlyZWNsYXl0aWxlLmNvbSIsImtleSI6IjIwMjNfaW1nX2hpX3Jlc19yZXNpZGVudGlhbF9EZXNpZ25fZGVzdGluYXRpb25fZWljaGxlcl9waG90b19Kb2huX1NodW1fZmlyZXBsYWNlX0JsYWNrX0hpbGxzX2x_47aa7b4c-9883-40d4-8454-fb1665d8ae78.webp?v=1773339477&width=2048,John Shum / Fireclay Tile gallery,2026-09-10T19:35:59.994159+00:00,2026-09-10T19:39:35.380988+00:00,1200,800,JPEG,203768,46d4fce9902aa63d351dd9d822f4656320faaaadcd5764cda472b8a53a8a4a82,"Category: adjacent mid-century. Takeaway: matte black 2.5x11.5 Norman glazed thin brick, stacked, rising to the sloped ceiling on a two-sided fireplace. Not an Eichler: a 1970s ranch, but the same designer and the same post-and-beam problem. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
13,images/13-adjacent-pleasanton-ranch-black-hills-tall.jpg,Fireclay Tile blog - Project Spotlight: 1970s Ranch Home by Destination Eichler,https://www.fireclaytile.com/blogs/fireclay-tile-blog/project-spotlight-1970s-ranch-home-by-destination-eichler,https://cdn.shopify.com/s/files/1/0971/1596/3695/files/Destination-Eichler-1970s-Ranch-Black-Hills-Fireplace.jpg?v=1772651908,https://cdn.shopify.com/s/files/1/0971/1596/3695/files/Destination-Eichler-1970s-Ranch-Black-Hills-Fireplace.jpg?v=1772651908,Fireclay Tile blog,2026-09-10T19:35:59.996306+00:00,2026-09-10T19:39:35.380988+00:00,1200,1800,JPEG,409119,ef05a7eaf09358e273bc8ee881bb783d0b6f57a24f302ae7d3aa74c6622dc2f7,"Category: adjacent mid-century. Takeaway: vertical view of the black thin-brick face with the raised tiled hearth wrapping the base. Alt text: 'Stacked Norman Glazed Thin Brick in matte Black Hills rises gracefully to the angled ceiling'. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
14,images/14-adjacent-pleasanton-ranch-fallow-handpainted.jpg,"Fireclay Tile gallery - Destination Eichler: 1970s Ranch Fallow Fireplace (Pleasanton, CA; photo John Shum)",https://www.fireclaytile.com/gallery/detail/destination-eichler-1970s-ranch-fallow-fireplace,https://www.fireclaytile.com/cdn/shop/articles/eyJidWNrZXQiOiJhc3NldHMuZmlyZWNsYXl0aWxlLmNvbSIsImtleSI6IjIwMjNfaW1nX2hpX3Jlc19yZXNpZGVudGlhbF9EZXNpZ25fZGVzdGluYXRpb25fZWljaGxlcl9waG90b19Kb2huX1NodW1fZmlyZXBsYWNlX0ZhbGxvd193aGl0ZV8.webp?v=1773339480&width=2048,https://www.fireclaytile.com/cdn/shop/articles/eyJidWNrZXQiOiJhc3NldHMuZmlyZWNsYXl0aWxlLmNvbSIsImtleSI6IjIwMjNfaW1nX2hpX3Jlc19yZXNpZGVudGlhbF9EZXNpZ25fZGVzdGluYXRpb25fZWljaGxlcl9waG90b19Kb2huX1NodW1fZmlyZXBsYWNlX0ZhbGxvd193aGl0ZV8.webp?v=1773339480&width=2048,John Shum / Fireclay Tile gallery,2026-09-10T19:35:59.998081+00:00,2026-09-10T19:39:35.380988+00:00,1200,801,JPEG,205560,8b09dd89fcb002a0890fea73bfeb150ace4308c2f442a2e7058e972e52f8b697,"Category: adjacent mid-century. Takeaway: the other side of the same chimney: 8x8 handpainted Fallow tile with vertical wood slats; two faces, two materials. Fireclay text: 'This fireplace went full circle'. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
15,images/15-adjacent-pleasanton-ranch-fallow-closeup.jpg,Fireclay Tile blog - Project Spotlight: 1970s Ranch Home by Destination Eichler,https://www.fireclaytile.com/blogs/fireclay-tile-blog/project-spotlight-1970s-ranch-home-by-destination-eichler,https://cdn.shopify.com/s/files/1/0971/1596/3695/files/Destination-Eichler-midcentury-modern-handpainted-tile-fireplace.jpg?v=1772651910,https://cdn.shopify.com/s/files/1/0971/1596/3695/files/Destination-Eichler-midcentury-modern-handpainted-tile-fireplace.jpg?v=1772651910,Fireclay Tile blog,2026-09-10T19:36:00.000438+00:00,2026-09-10T19:39:35.380988+00:00,5760,3840,JPEG,3165233,a7d6363343a087d34f56b8dad53238d9c9af5f0a4141b715063c7e3759aabacb,"Category: adjacent mid-century. Takeaway: close view of the handpainted circles meeting the slat wall and the black firebox; full-resolution file. Alt text: 'clad with vertical wood slats and large circles courtesy of our Handpainted Fallow Tile in White Motif'. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
16,images/16-adjacent-fireclay-claire-thomas-columbia-plateau-freestanding.jpg,Fireclay Tile blog - Make a Statement with a Floor to Ceiling Tile Fireplace (Columbia Plateau brick; design and image Claire Thomas),https://www.fireclaytile.com/blogs/fireclay-tile-blog/make-a-statement-with-a-floor-to-ceiling-tile-fireplace,https://cdn.shopify.com/s/files/1/0971/1596/3695/files/Floor-to-Ceiling-Fireplace-Midcentury-Modern-Red-Brick-Freestanding-Focal-Point.jpg?v=1772649521,https://cdn.shopify.com/s/files/1/0971/1596/3695/files/Floor-to-Ceiling-Fireplace-Midcentury-Modern-Red-Brick-Freestanding-Focal-Point.jpg?v=1772649521,Fireclay Tile blog,2026-09-10T19:36:00.002110+00:00,2026-09-10T19:39:35.380988+00:00,1200,798,JPEG,253018,22906f8128a3a4b7a1b98edfc729b9f4c2449ef0c6ef2cc0f33411f33b256d6b,"Category: adjacent mid-century. Takeaway: red glazed thin brick on a freestanding mid-century fireplace: re-cladding in brick-format tile keeps the original character while hiding the old face. Fireclay caption calls it a midcentury freestanding focal point; house not identified as an Eichler. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
17,images/17-pinterest-lead-01.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/5f/5e/f2/5f5ef2b48c95ea8690d1069216044712.jpg,https://i.pinimg.com/originals/5f/5e/f2/5f5ef2b48c95ea8690d1069216044712.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.006818+00:00,2026-09-10T19:39:35.380988+00:00,1198,1600,JPEG,311302,4e67c4fc7588a1a7516e950ae928367aa4ce6a64d08761c2cd14ed4f37e40fac,"Category: Pinterest lead. Takeaway: white square tile face on a post-and-beam living room with wood paneling either side. Pinterest ideas page; pin author and original source not recoverable without login. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
18,images/18-pinterest-lead-02.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/f4/b2/9a/f4b29aba7f8dcd090365b4c0bedff4fa.jpg,https://i.pinimg.com/originals/f4/b2/9a/f4b29aba7f8dcd090365b4c0bedff4fa.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.010711+00:00,2026-09-10T19:39:35.380988+00:00,1179,1472,JPEG,201198,35b2ecfe05425f522ba96df7ef6576cf429721290baec07eb374faea8083b0d5,"Category: Pinterest lead. Takeaway: grey large-format tile on a two-sided fireplace with a floating wood hearth bench. Pinterest ideas page; original source not recoverable. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
19,images/19-pinterest-lead-06.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/90/cf/14/90cf1480d7c5fd104630ce11bc34f819.jpg,https://i.pinimg.com/originals/90/cf/14/90cf1480d7c5fd104630ce11bc34f819.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.014506+00:00,2026-09-10T19:39:35.380988+00:00,448,336,JPEG,18013,73c6a63ef8aa8413d27063e689edc24388be457b301767dc19bc5383c5e2d772,"Category: Pinterest lead. Takeaway: long low white tiled fireplace wall with a continuous white hearth ledge. Pinterest ideas page; small file. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
20,images/20-pinterest-lead-08.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/17/cc/94/17cc94fb18be9163a5254fcaa47f7683.jpg,https://i.pinimg.com/originals/17/cc/94/17cc94fb18be9163a5254fcaa47f7683.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.018383+00:00,2026-09-10T19:39:35.380988+00:00,4000,3000,JPEG,1725320,182e10f8bf97e1ae33b50ba82c76032253fa491c75c1cd3bb80c96197b0ded19,"Category: Pinterest lead. Takeaway: white block or tile fireplace with raised hearth and built-in bench under a beamed ceiling. Pinterest ideas page; original source not recoverable. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
21,images/21-pinterest-lead-10.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/42/a3/d0/42a3d04b505c3efb3ac4c1f193812ad5.jpg,https://i.pinimg.com/originals/42/a3/d0/42a3d04b505c3efb3ac4c1f193812ad5.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.022340+00:00,2026-09-10T19:39:35.380988+00:00,1125,1705,JPEG,228184,a0fae6e10cb077c1e36cbba2772b96096a5b47b5bd8123ea4c1b677f5b5e2959,"Category: Pinterest lead. Takeaway: white tile chimney with a black raised hearth beside clerestory glass. Pinterest ideas page; original source not recoverable. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
22,images/22-pinterest-lead-11.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/16/40/d7/1640d717157320243c7bc912c57f1c63.jpg,https://i.pinimg.com/originals/16/40/d7/1640d717157320243c7bc912c57f1c63.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.025943+00:00,2026-09-10T19:39:35.380988+00:00,720,720,JPEG,79897,ea09881d5c2a0846d1b5fc79d74a7b0a79d7e03877e658c73cd4bb91e04bd0a6,"Category: Pinterest lead. Takeaway: dark oxblood glazed tile on a two-sided fireplace with log storage and wood shelving. Pinterest ideas page; original source not recoverable. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
23,images/23-pinterest-lead-13.jpg,Pinterest ideas page: Eichler Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/5a/e7/23/5ae723b14eb3321b06877f2c9b249a00.jpg,https://i.pinimg.com/originals/5a/e7/23/5ae723b14eb3321b06877f2c9b249a00.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.029823+00:00,2026-09-10T19:39:35.380988+00:00,480,640,JPEG,59868,dfd90b50eacf82f34d0daddd066cd303463469609eb38ab8997d35a92ec9ec36,"Category: Pinterest lead. Takeaway: mustard yellow tile fireplace mass that continues through the glass to the garden side. Pinterest ideas page; small file. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
24,images/24-pinterest-lead-14.jpg,Pinterest ideas page: Eichler Fireplace / Mid Century Tiled Fireplace,https://www.pinterest.com/ideas/eichler-fireplace/956203801978/,https://i.pinimg.com/originals/28/e9/82/28e982f7572ecc9054c175cab8e5541c.jpg,https://i.pinimg.com/originals/28/e9/82/28e982f7572ecc9054c175cab8e5541c.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.033661+00:00,2026-09-10T19:39:35.380988+00:00,1500,2099,JPEG,611496,2e09d698a67a18660c4de7d7311c0e7c7ecf866cb839eb9ae3faf64489e539b2,"Category: Pinterest lead. Takeaway: white textured vertical tile with a dark stone raised hearth and wood paneling. Appears on both Pinterest ideas pages. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
25,images/25-pinterest-lead-18.jpg,Pinterest ideas page: Mid Century Tiled Fireplace,https://www.pinterest.com/ideas/mid-century-tiled-fireplace/920792817024/,https://i.pinimg.com/originals/fd/9a/c4/fd9ac4e0775b59d457bfe1d04c841c56.jpg,https://i.pinimg.com/originals/fd/9a/c4/fd9ac4e0775b59d457bfe1d04c841c56.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.037531+00:00,2026-09-10T19:39:35.380988+00:00,1282,1694,JPEG,221865,6c8e7b1057dbc3c4a99018c587ebbb5d8293df40e564135611b85f9ea2103fb2,"Category: Pinterest lead. Takeaway: green vertical stacked tile on a narrow chimney with open shelving alongside. Pinterest ideas page; original source not recoverable. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
26,images/26-pinterest-lead-30.jpg,Pinterest ideas page: Mid Century Tiled Fireplace,https://www.pinterest.com/ideas/mid-century-tiled-fireplace/920792817024/,https://i.pinimg.com/originals/18/87/75/188775b59deaeb02b76633af7240a1b6.jpg,https://i.pinimg.com/originals/18/87/75/188775b59deaeb02b76633af7240a1b6.jpg,"Unknown; Pinterest ideas page, original pin and photographer not recoverable without login",2026-09-10T19:36:00.041694+00:00,2026-09-10T19:39:35.380988+00:00,750,872,JPEG,84562,8dc4f979abc4e0770ef6cb188f7bf94767b3ec4561d0afcddedab2731fb7f652,"Category: Pinterest lead. Takeaway: pale blue-grey tile column between built-in oak shelving. Pinterest ideas page; original source not recoverable. Downloaded with curl; bytes preserved except images 08, 09, 12 and 14 whose CDN files carried a .webp name but JPEG content and were saved as .jpg unchanged."
